epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
180,10296.5,0.57818,0.36375,0.8737,0.70596,0.41039,0.44772,0.35137,0.99119,2.20304,1.06793,0.000733755,0.000733755,0.000733755
181,10353.8,0.57515,0.36308,0.86761,0.7336,0.40403,0.44812,0.35192,0.99029,2.20403,1.06764,0.00068454,0.00068454,0.00068454
182,10410.4,0.5693,0.35743,0.87189,0.73698,0.40344,0.44832,0.35193,0.9905,2.20713,1.06777,0.000637649,0.000637649,0.000637649
183,10468,0.56896,0.36048,0.86698,0.72778,0.40569,0.44852,0.3519,0.98992,2.20862,1.06748,0.000593093,0.000593093,0.000593093
184,10524.5,0.56742,0.36143,0.87006,0.72873,0.40616,0.44884,0.35229,0.99156,2.20651,1.06974,0.000550882,0.000550882,0.000550882
185,10581.9,0.57055,0.35806,0.86652,0.72734,0.40633,0.4479,0.35155,0.99189,2.20592,1.06924,0.000511027,0.000511027,0.000511027
186,10639.5,0.57183,0.36014,0.87008,0.72806,0.40641,0.44807,0.35177,0.99159,2.20724,1.06969,0.000473538,0.000473538,0.000473538
187,10696.9,0.57196,0.36173,0.86731,0.72621,0.40688,0.44813,0.35219,0.99177,2.20694,1.07,0.000438424,0.000438424,0.000438424
188,10756.2,0.56826,0.35562,0.86577,0.7249,0.40772,0.44835,0.35211,0.99276,2.20559,1.07085,0.000405694,0.000405694,0.000405694
189,10818.1,0.56571,0.35617,0.87172,0.71948,0.40799,0.44832,0.35215,0.99223,2.20398,1.07069,0.000375356,0.000375356,0.000375356
190,10880.4,0.56531,0.35688,0.86755,0.72553,0.40758,0.4484,0.35219,0.9924,2.20188,1.07088,0.000347418,0.000347418,0.000347418
191,10952.2,0.52942,0.31453,0.82762,0.71757,0.40948,0.44749,0.35179,0.99154,2.20415,1.06896,0.000321885,0.000321885,0.000321885
192,11013.8,0.52681,0.30932,0.82458,0.7173,0.41068,0.44803,0.35174,0.99095,2.2072,1.06803,0.000298766,0.000298766,0.000298766
193,11076.1,0.52743,0.30942,0.8297,0.71307,0.41089,0.44802,0.3516,0.98938,2.20993,1.06703,0.000278064,0.000278064,0.000278064
194,11137.9,0.51536,0.30128,0.82639,0.70867,0.41053,0.4487,0.35178,0.98937,2.21153,1.06684,0.000259787,0.000259787,0.000259787
195,11200.1,0.521,0.30354,0.82588,0.70758,0.4115,0.44908,0.35202,0.98966,2.21516,1.06663,0.000243937,0.000243937,0.000243937
196,11260.7,0.51379,0.29975,0.82332,0.71,0.40996,0.44897,0.35222,0.98886,2.21889,1.06543,0.000230518,0.000230518,0.000230518
197,11322.4,0.51862,0.30313,0.82706,0.71239,0.40978,0.44859,0.3521,0.9893,2.2231,1.06588,0.000219535,0.000219535,0.000219535
198,11384.7,0.51786,0.29928,0.82438,0.71083,0.40976,0.44882,0.35214,0.98939,2.22631,1.06644,0.00021099,0.00021099,0.00021099
199,11446.4,0.51141,0.29974,0.82073,0.71194,0.40965,0.44866,0.35214,0.99001,2.2281,1.06642,0.000204885,0.000204885,0.000204885
200,11505,0.51331,0.29875,0.82254,0.71383,0.40994,0.44881,0.35219,0.98998,2.22906,1.06672,0.000201221,0.000201221,0.000201221
